region_id,type_id,registration_count,year_recorded
1,49,8553,2023
1,50,14129,2019
1,50,14566,2020
1,50,13848,2021
1,50,12368,2022
1,50,12229,2023
1,51,3082,2018
1,51,3277,2019
1,51,3156,2020
1,51,2803,2021
1,51,2506,2022
1,51,2583,2023
1,52,2441,2018
1,52,2156,2019
1,52,1839,2020
1,52,1747,2021
1,52,1953,2022
1,52,2009,2023
1,53,16744,2019
1,53,17305,2020
1,53,17965,2021
1,53,16567,2022
1,53,15669,2023
1,54,11185,2018
1,54,12321,2019
1,54,10130,2020
1,54,9208,2021
1,54,9989,2022
1,54,9341,2023
1,55,9048,2018
1,55,8324,2019
1,55,7418,2020
1,55,7849,2021
1,55,6594,2022
1,55,6445,2023
1,56,3278,2018
1,56,2875,2019
1,56,2728,2020
1,56,2838,2021
1,56,3004,2022
1,56,2882,2023
1,57,18971,2019
1,57,18404,2020
1,57,15734,2021
1,57,16964,2022
1,57,13702,2023
1,58,9036,2020
1,58,8813,2021
1,58,7240,2022
1,58,7590,2023
1,59,14250,2021
1,59,14146,2022
1,59,14367,2023
1,60,2490,2018
1,60,2263,2019
1,60,2255,2020
1,60,1983,2021
1,60,2297,2022
1,60,2366,2023
1,61,4939,2018
1,61,4696,2019
1,61,4589,2020
1,61,4249,2021
1,61,4333,2022
1,61,3673,2023
1,62,13754,2018
1,62,13453,2019
1,62,13395,2020
1,62,12638,2021
1,62,12032,2022
1,62,10971,2023
1,63,6292,2018
1,63,6226,2019
1,63,5360,2020
1,63,5430,2021
1,63,5211,2022
1,63,4422,2023
1,64,14061,2019
1,64,14224,2020
1,64,14890,2021
1,64,13021,2022
1,64,12786,2023
1,65,5199,2018
1,65,4858,2019
1,65,4441,2020
1,65,4142,2021
1,65,4124,2022
1,65,4137,2023
1,66,17196,2020
1,66,16608,2021
1,66,17953,2022
1,66,16717,2023
1,67,17764,2023
1,68,5624,2019
1,68,5675,2020
1,68,4964,2021
1,68,4935,2022
1,68,4694,2023
1,69,2507,2018
1,69,2262,2019
1,69,2032,2020
1,69,2193,2021
1,69,1869,2022
1,69,2047,2023
1,70,12660,2023
1,71,10812,2018
1,71,10209,2019
1,71,10563,2020
1,71,9685,2021
1,71,8027,2022
1,71,8418,2023
1,72,2347,2018
1,72,2486,2019
1,72,1979,2020
1,72,2112,2021
1,72,2435,2022
1,72,2274,2023
1,73,5796,2018
1,73,5689,2019
1,73,5308,2020
1,73,4982,2021
1,73,4382,2022
1,73,4611,2023
1,74,19313,2019
1,74,17466,2020
1,74,16967,2021
1,74,14266,2022
1,74,15028,2023
1,75,2521,2018
1,75,2528,2019
1,75,1924,2020
1,75,1986,2021
1,75,2299,2022
1,75,2150,2023
1,76,7983,2018
1,76,6389,2019
1,76,6741,2020
1,76,6203,2021
1,76,5622,2022
1,76,5036,2023
1,77,5537,2018
1,77,5993,2019
1,77,5691,2020
1,77,5301,2021
1,77,4492,2022
1,77,4102,2023
1,78,7325,2020
1,78,6623,2021
1,78,6284,2022
1,78,5712,2023
1,79,16070,2023
1,80,3105,2018
1,80,2749,2019
1,80,2852,2020
1,80,2232,2021
1,80,2615,2022
1,80,2261,2023
1,81,4457,2018
1,81,4430,2019
1,81,3926,2020
1,81,4210,2021
1,81,3432,2022
1,81,3761,2023
1,82,12677,2018
1,82,11580,2019
1,82,10321,2020
1,82,10767,2021
1,82,10830,2022
1,82,8739,2023
1,83,5599,2018
1,83,5067,2019
1,83,4944,2020
1,83,4290,2021
1,83,3813,2022
1,83,3572,2023
1,84,10987,2018
1,84,9515,2019
1,84,9368,2020
1,84,9679,2021
1,84,7796,2022
1,84,7958,2023
1,85,2996,2018
1,85,2981,2019
1,85,2614,2020
1,85,2605,2021
1,85,2525,2022
1,85,2294,2023
1,86,5781,2020
1,86,4646,2021
1,86,5091,2022
1,86,4741,2023
1,87,13618,2018
1,87,11275,2019
1,87,11129,2020
1,87,10028,2021
1,87,11158,2022
1,87,10416,2023
1,88,6390,2018
1,88,6118,2019
1,88,5384,2020
1,88,5354,2021
1,88,4525,2022
1,88,4954,2023
1,89,13446,2018
1,89,11138,2019
1,89,11107,2020
1,89,10009,2021
1,89,9593,2022
1,89,10787,2023
1,90,9830,2018
1,90,8887,2019
1,90,8273,2020
1,90,8080,2021
1,90,7450,2022
1,90,6862,2023
1,91,1562,2018
1,91,1438,2019
1,91,1279,2020
1,91,1319,2021
1,91,1274,2022
1,91,1263,2023
1,92,8044,2018
1,92,8154,2019
1,92,7881,2020
1,92,6588,2021
1,92,6839,2022
1,92,6465,2023
1,93,17365,2021
1,93,19547,2022
1,93,17668,2023
1,94,4101,2018
1,94,3351,2019
1,94,3468,2020
1,94,3033,2021
1,94,2786,2022
1,94,2719,2023
1,95,7410,2018
1,95,7090,2019
1,95,6526,2020
1,95,5876,2021
1,95,6014,2022
1,95,5189,2023
1,96,18476,2023
1,97,9327,2018
1,97,8748,2019
1,97,8844,2020
1,97,8444,2021
1,97,7545,2022
1,97,7386,2023
1,98,3500,2018
1,98,2933,2019
1,98,2969,2020
1,98,2796,2021
1,98,2567,2022
1,98,2382,2023
1,99,9518,2018
1,99,9677,2019
1,99,8406,2020
1,99,7741,2021
1,99,8193,2022
1,99,8077,2023
1,100,10063,2023
1,101,10135,2019
1,101,10215,2020
1,101,9028,2021
1,101,9086,2022
1,101,9486,2023
1,102,12774,2018
1,102,12491,2019
1,102,11111,2020
1,102,10131,2021
1,102,10145,2022
1,102,9529,2023
1,103,3427,2018
1,103,3442,2019
1,103,2819,2020
1,103,2625,2021
1,103,2837,2022
1,103,2683,2023
1,104,4219,2018
1,104,4036,2019
1,104,3495,2020
1,104,3609,2021
1,104,3812,2022
1,104,3419,2023
1,105,9264,2020
1,105,10009,2021
1,105,8664,2022
1,105,7620,2023
1,106,8708,2020
1,106,7123,2021
1,106,6989,2022
1,106,6816,2023
1,107,1385,2018
1,107,1422,2019
1,107,1367,2020
1,107,1381,2021
1,107,1422,2022
1,107,1433,2023
1,108,7670,2018
1,108,7514,2019
1,108,7483,2020
1,108,6617,2021
1,108,6833,2022
1,108,5667,2023
1,109,4521,2018
1,109,4912,2019
1,109,4816,2020
1,109,4160,2021
1,109,3818,2022
1,109,3668,2023
1,110,5713,2018
1,110,6497,2019
1,110,5692,2020
1,110,4738,2021
1,110,5304,2022
1,110,4476,2023
1,111,8256,2019
1,111,7848,2020
1,111,8276,2021
1,111,7864,2022
1,111,7884,2023
1,112,3253,2018
1,112,2913,2019
1,112,3019,2020
1,112,2704,2021
1,112,2915,2022
1,112,3036,2023
1,113,4012,2019
1,113,4127,2020
1,113,3746,2021
1,113,3416,2022
1,113,3413,2023
1,114,3414,2018
1,114,3445,2019
1,114,3336,2020
1,114,3130,2021
1,114,2852,2022
1,114,2748,2023
1,115,6157,2018
1,115,5429,2019
1,115,5218,2020
1,115,5297,2021
1,115,4851,2022
1,115,4772,2023
1,116,9128,2023
1,117,6018,2020
1,117,5856,2021
1,117,4740,2022
1,117,4662,2023
1,118,7735,2021
1,118,7131,2022
1,118,6824,2023
1,119,11209,2022
1,119,9463,2023
1,120,6460,2020
1,120,6390,2021
1,120,5385,2022
1,120,6038,2023
1,121,12663,2021
1,121,12649,2022
1,121,11688,2023
1,122,13027,2018
1,122,13376,2019
1,122,11683,2020
1,122,10864,2021
1,122,10671,2022
1,122,10053,2023
1,123,11513,2022
1,123,11774,2023
1,124,11049,2018
1,124,9569,2019
1,124,9559,2020
1,124,8413,2021
1,124,8632,2022
1,124,8463,2023
1,125,5979,2018
1,125,5182,2019
1,125,5591,2020
1,125,5173,2021
1,125,4850,2022
1,125,4971,2023
1,126,20269,2018
1,126,16587,2019
1,126,15868,2020
1,126,15777,2021
1,126,14375,2022
1,126,15239,2023
1,127,11028,2020
1,127,11679,2021
1,127,10888,2022
1,127,9945,2023
1,128,6660,2018
1,128,6664,2019
1,128,6587,2020
1,128,6411,2021
1,128,5535,2022
1,128,5177,2023
1,129,3643,2018
1,129,3699,2019
1,129,3497,2020
1,129,3090,2021
1,129,2854,2022
1,129,2976,2023
1,130,5186,2018
1,130,5081,2019
1,130,5040,2020
1,130,4348,2021
1,130,4327,2022
1,130,4282,2023
1,131,8328,2018
1,131,8033,2019
1,131,6688,2020
1,131,6031,2021
1,131,5745,2022
1,131,5797,2023
1,132,6920,2019
1,132,7430,2020
1,132,6330,2021
1,132,6626,2022
1,132,6043,2023
1,133,17631,2021
1,133,15510,2022
1,133,15227,2023
1,134,22695,2022
1,134,18762,2023
1,135,13313,2018
1,135,14816,2019
1,135,13302,2020
1,135,12388,2021
1,135,11842,2022
1,135,12234,2023
1,136,13792,2021
1,136,13892,2022
1,136,12535,2023
1,137,5891,2018
1,137,4614,2019
1,137,4904,2020
1,137,4427,2021
1,137,4252,2022
1,137,3987,2023
1,138,4737,2018
1,138,4908,2019
1,138,4460,2020
1,138,4001,2021
1,138,3867,2022
1,138,3688,2023
1,139,22458,2023
1,140,9527,2018
1,140,9751,2019
1,140,9493,2020
1,140,8211,2021
1,140,8705,2022
1,140,8153,2023
1,141,15757,2018
1,141,14513,2019
1,141,12774,2020
1,141,13502,2021
1,141,12481,2022
1,141,12268,2023
1,142,2645,2018
1,142,2895,2019
1,142,2610,2020
1,142,2343,2021
1,142,2714,2022
1,142,2649,2023
1,143,5533,2018
1,143,5750,2019
1,143,4806,2020
1,143,4730,2021
1,143,4751,2022
1,143,4144,2023
1,144,8679,2018
1,144,8002,2019
1,144,7775,2020
1,144,6905,2021
1,144,6336,2022
1,144,5456,2023
1,145,2708,2018
1,145,2843,2019
1,145,2599,2020
1,145,2356,2021
1,145,1985,2022
1,145,2315,2023
1,146,12510,2018
1,146,11753,2019
1,146,12111,2020
1,146,11059,2021
1,146,10252,2022
1,146,9496,2023
1,147,16843,2018
1,147,14778,2019
1,147,13896,2020
1,147,14045,2021
1,147,14895,2022
1,147,13164,2023
1,148,7144,2018
1,148,6459,2019
1,148,6225,2020
1,148,5749,2021
1,148,5732,2022
1,148,4766,2023
1,149,10645,2023
1,150,2288,2018
1,150,2214,2019
1,150,2183,2020
1,150,1962,2021
1,150,1775,2022
1,150,1936,2023
2,1,61902,2023
2,2,34657,2018
2,2,34561,2019
2,2,32804,2020
2,2,33293,2021
2,2,30538,2022
2,2,31179,2023
2,3,30755,2020
2,3,31782,2021
2,3,31758,2022
2,3,32307,2023
2,4,20267,2018
2,4,17807,2019
2,4,18563,2020
2,4,16701,2021
2,4,19129,2022
2,4,16424,2023
2,5,26452,2018
2,5,24666,2019
2,5,25378,2020
2,5,21639,2021
2,5,22640,2022
2,5,17727,2023
2,6,99028,2023
2,7,59642,2018
2,7,51456,2019
2,7,48281,2020
2,7,52926,2021
2,7,44145,2022
2,7,41091,2023
2,8,70914,2022
2,8,64885,2023
2,9,61119,2018
2,9,64732,2019
2,9,53302,2020
2,9,53650,2021
2,9,48722,2022
2,9,44335,2023
2,10,30914,2018
2,10,29614,2019
2,10,25933,2020
2,10,24379,2021
2,10,23280,2022
2,10,24935,2023
2,11,118536,2021
2,11,113784,2022
2,11,99268,2023
2,12,38814,2018
2,12,40996,2019
2,12,36794,2020
2,12,33613,2021
2,12,34707,2022
2,12,28789,2023
2,13,38842,2018
2,13,37996,2019
2,13,33427,2020
2,13,32759,2021
2,13,32651,2022
2,13,28384,2023
2,14,44315,2023
2,15,10557,2018
2,15,11382,2019
2,15,10202,2020
2,15,9278,2021
2,15,10559,2022
2,15,9653,2023
2,16,39999,2018
2,16,34349,2019
2,16,35100,2020
2,16,28975,2021
2,16,27832,2022
2,16,28060,2023
2,17,39146,2018
2,17,36159,2019
2,17,34362,2020
2,17,27226,2021
2,17,30096,2022
2,17,31092,2023
2,18,51236,2018
2,18,44484,2019
2,18,47771,2020
2,18,42155,2021
2,18,37039,2022
2,18,34639,2023
2,19,32774,2018
2,19,30943,2019
2,19,27042,2020
2,19,28990,2021
2,19,32070,2022
2,19,31628,2023
2,20,27663,2018
2,20,24156,2019
2,20,22433,2020
2,20,23631,2021
2,20,18945,2022
2,20,19985,2023
2,21,68920,2019
2,21,69335,2020
2,21,60010,2021
2,21,62836,2022
2,21,64789,2023
2,22,44346,2020
2,22,43439,2021
2,22,41617,2022
2,22,47180,2023
2,23,36603,2018
2,23,35857,2019
2,23,35594,2020
2,23,30393,2021
2,23,31750,2022
2,23,27991,2023
2,24,68243,2023
2,25,28777,2018
2,25,25401,2019
2,25,26049,2020
2,25,21685,2021
2,25,21471,2022
2,25,17360,2023
2,26,59405,2018
2,26,54431,2019
2,26,50774,2020
2,26,48704,2021
2,26,47577,2022
2,26,39462,2023
2,27,24592,2018
2,27,22555,2019
2,27,20013,2020
2,27,21078,2021
2,27,17578,2022
2,27,18509,2023
2,28,102292,2023
2,29,87298,2018
2,29,84845,2019
2,29,84316,2020
2,29,71488,2021
2,29,74759,2022
2,29,70341,2023
2,30,56769,2018
2,30,46545,2019
2,30,44312,2020
2,30,49867,2021
2,30,45720,2022
2,30,39679,2023
2,31,79669,2023
2,32,21049,2019
2,32,22255,2020
2,32,20059,2021
2,32,20991,2022
2,32,18896,2023
2,33,43568,2018
2,33,43522,2019
2,33,40178,2020
2,33,40150,2021
2,33,36104,2022
2,33,37608,2023
2,34,12265,2018
2,34,10396,2019
2,34,10993,2020
2,34,10204,2021
2,34,9289,2022
2,34,9492,2023
2,35,54050,2018
2,35,49807,2019
2,35,46236,2020
2,35,47314,2021
2,35,37679,2022
2,35,36915,2023
2,36,50842,2018
2,36,48011,2019
2,36,46545,2020
2,36,47103,2021
2,36,39925,2022
2,36,41288,2023
2,37,38363,2018
2,37,33966,2019
2,37,32376,2020
2,37,31929,2021
2,37,26891,2022
2,37,25207,2023
2,38,39371,2022
2,38,43069,2023
2,39,44157,2019
2,39,42334,2020
2,39,41105,2021
2,39,33251,2022
2,39,32618,2023
2,40,59606,2019
2,40,57568,2020
2,40,53302,2021
2,40,45336,2022
2,40,47317,2023
2,41,18116,2020
2,41,18718,2021
2,41,18691,2022
2,41,16938,2023
2,42,17752,2018
2,42,18653,2019
2,42,16961,2020
2,42,16715,2021
2,42,13206,2022
2,42,13532,2023
2,43,54078,2023
2,44,58437,2020
2,44,56276,2021
2,44,53154,2022
2,44,50834,2023
2,45,17916,2018
2,45,18415,2019
2,45,15500,2020
2,45,16768,2021
2,45,17020,2022
2,45,16349,2023
2,46,46534,2018
2,46,45595,2019
2,46,40113,2020
2,46,37024,2021
2,46,39957,2022
2,46,38951,2023
2,47,14269,2018
2,47,14443,2019
2,47,12178,2020
2,47,12077,2021
2,47,11743,2022
2,47,10016,2023
2,48,22396,2018
2,48,22747,2019
2,48,21907,2020
2,48,17675,2021
2,48,18566,2022
2,48,16533,2023
2,49,19702,2018
2,49,18239,2019
2,49,15394,2020
2,49,16861,2021
2,49,15758,2022
2,49,15773,2023
2,50,57012,2019
2,50,62195,2020
2,50,56048,2021
2,50,49505,2022
2,50,49348,2023
2,51,25077,2018
2,51,21901,2019
2,51,24348,2020
2,51,21793,2021
2,51,17868,2022
2,51,17031,2023
2,52,12825,2018
2,52,12029,2019
2,52,11530,2020
2,52,9833,2021
2,52,9846,2022
2,52,10593,2023
2,53,19784,2019
2,53,22984,2020
2,53,18599,2021
2,53,20530,2022
2,53,17629,2023
2,54,36140,2018
2,54,37147,2019
2,54,34135,2020
2,54,35847,2021
2,54,33722,2022
2,54,29530,2023
2,55,24492,2018
2,55,22445,2019
2,55,20262,2020
2,55,21124,2021
2,55,18139,2022
2,55,16583,2023
2,56,10009,2018
2,56,8931,2019
2,56,8877,2020
2,56,8006,2021
2,56,7491,2022
2,56,8800,2023
2,57,45894,2019
2,57,43519,2020
2,57,45741,2021
2,57,43678,2022
2,57,38292,2023
2,58,33332,2020
2,58,38745,2021
2,58,35231,2022
2,58,30348,2023
2,59,48782,2021
2,59,48996,2022
2,59,44198,2023
2,60,13986,2018
2,60,13762,2019
2,60,12562,2020
2,60,13149,2021
2,60,12371,2022
2,60,14035,2023
2,61,27505,2018
2,61,27572,2019
2,61,23513,2020
2,61,23519,2021
2,61,19070,2022
2,61,20000,2023
2,62,46849,2018
2,62,44735,2019
2,62,36814,2020
2,62,40715,2021
2,62,32911,2022
2,62,31002,2023
2,63,42765,2018
2,63,47270,2019
2,63,41830,2020
2,63,37390,2021
2,63,36316,2022
2,63,39509,2023
2,64,34771,2019
2,64,32400,2020
2,64,33925,2021
2,64,28347,2022
2,64,28008,2023
2,65,44371,2018
2,65,44659,2019
2,65,46446,2020
2,65,41892,2021
2,65,35982,2022
2,65,35032,2023
2,66,79835,2020
2,66,85062,2021
2,66,74441,2022
2,66,78436,2023
2,67,84932,2023
2,68,32860,2019
2,68,31605,2020
2,68,30834,2021
2,68,27545,2022
2,68,27802,2023
2,69,20733,2018
2,69,18293,2019
2,69,16454,2020
2,69,16795,2021
2,69,14820,2022
2,69,15086,2023
2,70,104536,2023
2,71,64605,2018
2,71,55351,2019
2,71,56164,2020
2,71,58317,2021
2,71,46987,2022
2,71,44085,2023
2,72,17763,2018
2,72,17860,2019
2,72,17644,2020
2,72,17119,2021
2,72,17216,2022
2,72,18117,2023
2,73,20438,2018
2,73,19458,2019
2,73,18811,2020
2,73,18239,2021
2,73,14554,2022
2,73,14534,2023
2,74,32114,2019
2,74,28571,2020
2,74,27606,2021
2,74,26854,2022
2,74,27746,2023
2,75,22973,2018
2,75,21090,2019
2,75,21625,2020
2,75,19829,2021
2,75,20296,2022
2,75,23005,2023
2,76,54067,2018
2,76,46342,2019
2,76,45706,2020
2,76,43416,2021
2,76,40274,2022
2,76,36948,2023
2,77,19741,2018
2,77,21557,2019
2,77,17740,2020
2,77,17211,2021
2,77,17517,2022
2,77,14703,2023
2,78,112252,2020
2,78,108229,2021
2,78,86111,2022
2,78,90777,2023
2,79,147166,2023
2,80,32314,2018
2,80,33486,2019
2,80,31073,2020
2,80,26920,2021
2,80,26244,2022
2,80,31201,2023
2,81,64297,2018
2,81,54433,2019
2,81,54327,2020
2,81,48665,2021
2,81,53534,2022
2,81,50036,2023
2,82,96850,2018
2,82,91780,2019
2,82,94962,2020
2,82,78944,2021
2,82,75343,2022
2,82,70626,2023
2,83,46752,2018
2,83,42541,2019
2,83,43916,2020
2,83,37235,2021
2,83,35805,2022
2,83,29223,2023
2,84,57575,2018
2,84,46993,2019
2,84,47431,2020
2,84,50576,2021
2,84,45937,2022
2,84,42249,2023
2,85,39890,2018
2,85,39753,2019
2,85,34656,2020
2,85,34079,2021
2,85,31279,2022
2,85,29115,2023
2,86,66563,2020
2,86,74037,2021
2,86,68644,2022
2,86,69105,2023
2,87,35705,2018
2,87,31963,2019
2,87,30233,2020
2,87,31078,2021
2,87,27783,2022
2,87,28978,2023
2,88,105908,2018
2,88,100222,2019
2,88,83162,2020
2,88,89236,2021
2,88,82890,2022
2,88,71876,2023
2,89,131865,2018
2,89,113067,2019
2,89,108700,2020
2,89,97536,2021
2,89,96954,2022
2,89,89158,2023
2,90,51422,2018
2,90,51734,2019
2,90,48518,2020
2,90,42726,2021
2,90,42709,2022
2,90,39137,2023
2,91,31636,2018
2,91,30916,2019
2,91,26436,2020
2,91,24486,2021
2,91,27559,2022
2,91,26889,2023
2,92,101373,2018
2,92,88124,2019
2,92,81324,2020
2,92,90302,2021
2,92,77340,2022
2,92,78287,2023
2,93,46149,2021
2,93,37747,2022
2,93,37968,2023
2,94,21374,2018
2,94,21000,2019
2,94,17477,2020
2,94,17604,2021
2,94,14266,2022
2,94,16017,2023
2,95,54972,2018
2,95,52964,2019
2,95,51720,2020
2,95,52515,2021
2,95,52500,2022
2,95,42090,2023
2,96,129774,2023
2,97,86389,2018
2,97,87291,2019
2,97,81026,2020
2,97,89325,2021
2,97,77986,2022
2,97,77097,2023
2,98,62374,2018
2,98,62794,2019
2,98,62489,2020
2,98,60769,2021
2,98,57014,2022
2,98,52144,2023
2,99,31366,2018
2,99,28438,2019
2,99,27817,2020
2,99,24854,2021
2,99,26104,2022
2,99,25317,2023
2,100,130754,2023
2,101,101342,2019
2,101,108701,2020
2,101,104363,2021
2,101,85887,2022
2,101,82052,2023
2,102,29845,2018
2,102,32351,2019
2,102,30220,2020
2,102,27169,2021
2,102,26028,2022
2,102,24266,2023
2,103,52281,2018
2,103,48402,2019
2,103,44376,2020
2,103,36093,2021
2,103,34315,2022
2,103,39479,2023
2,104,38891,2018
2,104,34750,2019
2,104,30135,2020
2,104,30168,2021
2,104,31684,2022
2,104,29340,2023
2,105,89642,2020
2,105,77627,2021
2,105,80468,2022
2,105,72817,2023
2,106,117058,2020
2,106,103180,2021
2,106,112872,2022
2,106,94160,2023
2,107,18342,2018
2,107,17457,2019
2,107,16310,2020
2,107,18966,2021
2,107,18695,2022
2,107,19149,2023
2,108,24029,2018
2,108,20891,2019
2,108,19776,2020
2,108,18098,2021
2,108,15711,2022
2,108,15809,2023
2,109,44367,2018
2,109,47995,2019
2,109,40111,2020
2,109,45391,2021
2,109,40969,2022
2,109,34018,2023
2,110,27902,2018
2,110,24812,2019
2,110,24686,2020
2,110,24039,2021
2,110,21819,2022
2,110,18618,2023
2,111,58882,2019
2,111,48395,2020
2,111,45739,2021
2,111,45125,2022
2,111,43534,2023
2,112,19274,2018
2,112,17077,2019
2,112,15848,2020
2,112,15339,2021
2,112,18448,2022
2,112,17244,2023
2,113,78302,2019
2,113,78236,2020
2,113,79032,2021
2,113,76464,2022
2,113,70025,2023
2,114,25021,2018
2,114,23259,2019
2,114,22986,2020
2,114,21806,2021
2,114,20617,2022
2,114,18143,2023
2,115,59952,2018
2,115,54911,2019
2,115,54045,2020
2,115,45505,2021
2,115,49733,2022
2,115,44242,2023
2,116,36941,2023
2,117,92468,2020
2,117,85359,2021
2,117,97739,2022
2,117,90339,2023
2,118,62963,2021
2,118,59490,2022
2,118,61175,2023
2,119,71372,2022
2,119,75333,2023
2,120,80832,2020
2,120,88302,2021
2,120,83533,2022
2,120,68533,2023
2,121,60337,2021
2,121,61040,2022
2,121,55136,2023
2,122,42570,2018
2,122,39237,2019
2,122,39274,2020
2,122,41041,2021
2,122,38021,2022
2,122,32152,2023
2,123,73225,2022
2,123,61998,2023
2,124,47195,2018
2,124,41503,2019
2,124,43402,2020
2,124,41301,2021
2,124,33463,2022
2,124,32197,2023
2,125,28648,2018
2,125,26251,2019
2,125,22396,2020
2,125,23015,2021
2,125,19113,2022
2,125,19649,2023
2,126,40330,2018
2,126,35066,2019
2,126,32141,2020
2,126,30333,2021
2,126,30260,2022
2,126,27322,2023
2,127,71393,2020
2,127,69774,2021
2,127,66697,2022
2,127,73212,2023
2,128,19218,2018
2,128,17718,2019
2,128,18049,2020
2,128,16196,2021
2,128,16762,2022
2,128,16949,2023
2,129,29276,2018
2,129,26458,2019
2,129,23056,2020
2,129,25224,2021
2,129,21848,2022
2,129,21550,2023
2,130,49397,2018
2,130,47019,2019
2,130,39573,2020
2,130,36814,2021
2,130,35639,2022
2,130,32001,2023
2,131,32274,2018
2,131,29099,2019
2,131,29542,2020
2,131,28066,2021
2,131,23995,2022
2,131,25241,2023
2,132,48010,2019
